there	EX
"-)	URI
did	VBD
you	PRP
checkout	VB
this	DT
tutorial	NN
:	:
http	NNP
:	:
//blog.evoxmusic.fr/dev/android-content-observer-get-the-last-sms-sent-and-avoid-multiple-wrong-pickup.	URI
html	NNP
kind	NN
regards	VBZ
,	,
bo	FW
the	DT
row	NN
147	C
is	VBZ
mytext	JC
.	JC
settext	JC
(	JC
lista	JC
.	JC
getstring	JC
(	JC
1	JC
)	JC
)	JC
;	JC
lista	JC
is	VBZ
a	DT
cursor	NN
and	CC
is	VBZ
defined	VBN
pefectly	RB
.	.
@lucifer	USR
sorry	UH
???	FW
ok	UH
i	PRP
will	MD
try	VB
this	DT
..	F
thnx	NN
for	IN
your	PRP$
help	NN
@imrankhan	USR
yup	UH
,	,
agreed	VBD
with	IN
@	JC
hasslarn	JC
.	.
copied	VBN
your	PRP$
code	NN
to	TO
a	DT
project	NN
of	IN
my	PRP$
own	JJ
and	CC
there	EX
is	VBZ
no	DT
semicolon	NN
error	NN
.	.
have	VBP
you	PRP
seen	VBN
these	DT
.	.
http://udinic.wordpress.com/2011/08/18/dress-up-your-preferenceactivity/http://liquidlabs.ca/2011/10/17/override-android-preference-activity-colors/	URI
:	:
)	-RRB-
that	DT
is	VBZ
the	DT
question	NN
that	IN
i	PRP
have	VBP
.	.
i	PRP
still	RB
have	VBP
not	RB
implemented	VBN
it	PRP
.	.
i	PRP
was	VBD
thinking	VBG
of	IN
storing	VBG
in	IN
a	DT
csv	NN
file	NN
.	.
@lain	USR
_	--
b	C
:	.
it	PRP
s	VBZ
barometer	C
data	NNS
.	.
i	PRP
would	MD
like	VB
your	PRP$
suggestion	NN
on	IN
it	PRP
i	PRP
am	VBP
getting	VBG
this	DT
from	IN
webservice	NN
september	NNP
,	,
25	ER
2012	ER
02	ER
:	ER
09	ER
:	ER
42	ER
+	ER
0000	ER
and	ER
want	VBP
to	TO
parse	VB
in	IN
02	ER
:	ER
09	ER
am	ER
25	ER
/	ER
09	ER
/	ER
2012	ER
.	ER
in	IN
java	NNP
1.5	CD
you	PRP
can	MD
use	VB
@	JC
override	JC
to	TO
mark	VB
methods	NNS
that	WDT
are	VBP
overriding	VBG
super	JC
class	JC
methods	JC
.	.
since	IN
java	NNP
1.6	CD
you	PRP
can	MD
mark	VB
methods	NNS
with	IN
it	PRP
that	WDT
are	VBP
implementing	VBG
an	DT
interface	NN
,	,
too	RB
.	.
yes	UH
,	,
bm	JC
==	JC
null	JC
but	CC
how	WRB
?	.
i	PRP
get	VBP
an	DT
image	NN
from	IN
gallerey	C
,	,
path	NN
is	VBZ
true	JJ
isntead	NN
of	IN
calendar	JC
class	JC
,	JC
why	WRB
dont	VBP
you	PRP
use	VBP
joda	NNP
-	--
time	NN
that	WDT
provides	VBZ
more	RBR
real	JJ
realization	NN
of	IN
earth	NN
date	NN
and	CC
time	NN
.	.
and	CC
agree	VB
with	IN
mr	JC
.	JC
@	JC
jonskeet	JC
,	JC
about	IN
loss	CCM
of	CCM
information	CCM
.	CCM
also	RB
think	VB
about	IN
the	DT
question	NN
he	PRP
asks	VBZ
.	.
do	VBP
you	PRP
check	VB
if	IN
the	DT
external	JJ
storage	NN
is	VBZ
actually	RB
mounted	VBN
?	.
with	IN
this	DT
:	:
getexternalstoragestate	C
(	C
)	C
returns	VBZ
media_	NN
mounted	VBN
if	IN
the	DT
media	NN
is	VBZ
present	NN
and	CC
mounted	VBD
at	IN
its	PRP$
mount	NN
point	NN
with	IN
read	NN
/	CC
write	VB
access	NN
.	.
the	DT
messages	NNS
about	IN
memory	NN
are	VBP
not	RB
an	DT
error	NN
,	,
although	IN
they	PRP
are	VBP
clear	JJ
in	IN
what	WP
might	MD
be	VB
happening	VBG
-	--
too	RB
much	JJ
code	NN
on	IN
your	PRP$
ui	NN
thread	NN
.	.
the	DT
real	JJ
error	NN
is	VBZ
here	RB
fatal	JJ
exception	NN
:	:
main	C
11	ER
-	ER
10	ER
15	ER
:	ER
21	ER
:	ER
04.315	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
942	ER
)	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
runtimeexception	ER
:	ER
expecting	ER
menu	ER
,	ER
got	ER
tabhost	ER
java	ER
.	ER
lang	ER
.	ER
illegalthreadstateexception	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
thread	ER
.	ER
start	ER
(	ER
unknown	ER
source	ER
)	ER
at	ER
com	ER
.	ER
interplay	ER
.	ER
viewer	NN
.	.
common	JJ
.	.
dstimer	JC
.	JC
settimer	JC
(	JC
dstimer	JC
.	JC
java	JC
:	JC
93	ER
)	ER
at	ER
com	ER
.	ER
interplay	ER
.	ER
viewer	NN
.	.
signage	JC
.	JC
displaymanager	JC
.	JC
resetdisplay	JC
(	JC
displaymanager	JC
.	JC
java	JC
:	JC
84	JC
)	JC
at	IN
com	JC
.	JC
interplay	JC
.	JC
viewer	NN
.	.
signage	JC
.	JC
schedulemanager	JC
.	JC
stopcurschedule	JC
(	JC
schedulemanager	JC
.	JC
java	JC
:	JC
108	JC
)	JC
at	IN
com	JC
.	JC
interplay	JC
.	JC
viewer	NN
.	.
signage	JC
.	JC
schedulemanager	JC
.	JC
playschedule	JC
(	JC
schedulemanager	JC
.	JC
java	JC
:	JC
83	ER
)	ER
at	ER
com	ER
.	ER
interplay	ER
.	ER
viewer	NN
.	.
viewermain$3	JC
.	JC
run	JC
(	JC
viewermain	JC
.	JC
java	JC
:	JC
526	CD
)	-RRB-
yes	UH
,	,
it	PRP
turns	VBZ
on	IN
hotspot	NN
alright	UH
.	.
but	CC
now	RB
i	PRP
'm	VBP
facing	VBG
the	DT
new	JJ
problems	NNS
.	SYM
1	CD
.	.
how	WRB
to	TO
change	VB
our	PRP$
hotspot	NN
device	NN
ip	NNP
programmatically	RB
??2	JJ
.	.
how	WRB
can	MD
we	PRP
config	JC
dhcp	JC
options	JC
like	JC
,	JC
ip	NNP
distribution	NN
range	NN
?	.
?	.
are	VBP
there	EX
any	DT
methods	NNS
that	WDT
can	MD
do	VB
things	NNS
like	IN
that	DT
??	.
i	PRP
am	VBP
using	VBG
[	C
pull	VB
-	.
to	TO
-	:
refresh	NN
library	NN
]	-RRB-
(	-LRB-
https	NNS
:	:
//github.com/chrisbanes/android-pulltorefresh	URI
)	-RRB-
which	WDT
make	VBP
the	DT
dividers	NNS
disappear	VBP
in	IN
the	DT
listview	C
.	.
i	PRP
have	VBP
no	DT
clue	NN
how	WRB
to	TO
solve	VB
it	PRP
,	,
i	PRP
appreciate	VBP
if	IN
you	PRP
help	VBP
me	PRP
in	IN
this	DT
case	NN
.	.
@	JC
chloe	NNP
i	PRP
think	VBP
your	PRP$
problem	NN
is	VBZ
in	IN
this	DT
line	NN
resultcon	JC
=	JC
integer	JC
.	JC
parseint	JC
(	JC
odmeditstr	JC
)	JC
-	JC
integer	JC
.	JC
parseint	JC
(	JC
lastodm	JC
)	JC
/	JC
integer	JC
.	JC
parseint	JC
(	JC
pumpeditstr	JC
)	JC
;	JC
right	RB
?	.
@satyakimukherjee	USR
i	PRP
'	''
ve	VBP
change	VB
to	TO
double	JC
.	JC
parsedouble	JC
.	.
i	PRP
do	VBP
n't	RB
know	VB
how	WRB
to	TO
retrieve	VB
the	DT
previous	JJ
data	NNS
.	.
.	.
i	PRP
wanted	VBD
to	TO
use	VB
my	PRP$
current	JJ
data	NNS
minus	NN
my	PRP$
previous	JJ
data	NNS
omg	NN
that	IN
works	VBZ
,	,
yes	UH
my	PRP$
sd	NN
card	NN
was	VBD
nt	RB
mounted	VBN
!http://stackoverflow.com/questions/7493225/android-emulator-any-accessible-storage-	C
space	NN
however	RB
,	,
chris	NNS
stratton	VBP
i	PRP
have	VBP
to	TO
give	VB
you	PRP
reputation	NN
for	IN
your	PRP$
help	NN
,	,
how	WRB
to	TO
do	VB
that	DT
?	.
by	IN
the	DT
way	NN
,	,
now	RB
how	WRB
to	TO
read	VB
/	CC
change	VB
files	NNS
?	.
!	.
(	-LRB-
:	.
thank	VB
you	PRP
for	IN
the	DT
input	NN
.	.
i	PRP
have	VBP
looked	VBN
(	-LRB-
and	CC
understood	VB
)	-RRB-
the	DT
link	NN
tha	NN
thou	NN
sent	VBN
me	PRP
,	,
but	CC
somehow	RB
i	PRP
run	VBP
into	IN
an	DT
issue	NN
because	IN
;	:
when	WRB
i	PRP
am	VBP
loading	VBG
the	DT
images	NNS
into	IN
a	DT
list	NN
(	-LRB-
reference	NN
to	TO
the	DT
images	NNS
that	WDT
are	VBP
to	TO
be	VB
used	VBN
in	IN
the	DT
memory	NN
game	NN
)	-RRB-
the	DT
references	NNS
are	VBP
all	DT
integers	NNS
(	-LRB-
refs	VBZ
to	TO
ints	NNS
)	-RRB-
but	CC
the	DT
resource	NN
used	VBN
in	IN
the	DT
example	NN
from	IN
the	DT
link	NN
is	VBZ
a	DT
bitmap	NN
)	-RRB-
.	.
my	PRP$
question	NN
now	RB
is	VBZ
how	WRB
to	TO
convert	VB
the	DT
bitmap	NN
into	IN
something	NN
that	WDT
could	MD
be	VB
used	VBN
in	IN
the	DT
list	NN
-	:
or	CC
maybe	RB
my	PRP$
question	NN
is	VBZ
intact	JJ
,	,
should	MD
i	PRP
used	VBD
something	NN
else	RB
than	IN
a	DT
list	NN
of	IN
int	NN
references	NNS
to	TO
be	VB
able	JJ
to	TO
use	VB
the	DT
bitmap	NN
as	IN
a	DT
reference	NN
?	.
i	PRP
got	VBD
this	DT
error	NN
and	CC
wondered	VBD
what	WP
it	PRP
meant	VBD
,	,
then	RB
i	PRP
figured	VBD
out	RP
that	IN
it	PRP
happened	VBD
because	IN
*	SYM
*	SYM
it	PRP
could	MD
n't	RB
find	VB
the	DT
file	NN
to	TO
load	VB
*	SYM
*	SYM
.	.
despite	IN
this	DT
might	MD
be	VB
unrelated	JJ
to	TO
this	DT
post	NN
,	,
which	WDT
i	PRP
have	VBP
n't	RB
even	RB
read	VB
,	,
i	PRP
post	VBP
it	PRP
here	RB
because	IN
it	PRP
's	VBZ
the	DT
only	JJ
result	NN
i	PRP
get	VBP
on	IN
google	NNP
searching	VBG
for	IN
this	DT
error	NN
,	,
so	IN
i	PRP
guess	VBP
it	PRP
's	VBZ
worth	JJ
noticeing	NN
anyway	RB
.	.
here	RB
is	VBZ
my	PRP$
code	NN
:	:
class	C
a	DT
extends	C
activity	C
{	C
public	C
boolean	JC
flag	JC
=	JC
false	JC
;	JC
}	JC
class	JC
b	JC
extends	JC
listactivity	JC
{	JC
if	JC
(	JC
flag	JC
)	JC
//	CCM
error	CCM
here	CCM
:	CCM
flag	CCM
can	CCM
not	CCM
be	CCM
resolved	CCM
}	JC
a	JC
and	JC
b	JC
belong	VBP
to	TO
the	DT
same	JJ
package	NN
and	CC
i	PRP
've	VBP
also	RB
included	VBN
the	DT
line	NN
import	JC
org	JC
.	JC
example	JC
.	JC
myapp	JC
.	.
a	DT
in	IN
the	DT
b	C
.	C
java	NNP
file	NN
@	JC
andrewfielden	JC
value	JC
of	IN
message	NN
is	VBZ
obj	C
=	C
new	C
jsonobject	C
(	C
)	C
;	C
obj	JC
.	JC
put	JC
(	JC
"alert"	JC
,	JC
title	JC
)	JC
;	JC
obj	JC
.	JC
put	JC
(	JC
"action"	JC
,	JC
"	JC
com	JC
.	JC
omega	JC
.	JC
omegaplus	JC
.	JC
main	JC
.	JC
update_status"	JC
)	JC
;	JC
obj	JC
.	JC
put	JC
(	JC
"title"	JC
,	JC
msg	JC
)	JC
;	JC
obj	JC
.	JC
put	JC
(	JC
"msg"	JC
,	JC
title	JC
)	JC
;	JC
obj	JC
.	JC
put	JC
(	JC
"time"	JC
,	JC
time	NN
)	-RRB-
;	.
push	VB
.	.
setquery	C
(	C
query	C
)	C
;	C
push	VB
.	.
setdata	JC
(	JC
obj	JC
)	JC
;	JC
@	JC
richardtingle	JC
:	JC
thanks	VBZ
for	IN
explaination	NN
@taba	USR
it	PRP
is	VBZ
more	JJR
easy	JJ
to	TO
use	VB
radiogroup	JC
.	.
i	PRP
am	VBP
all	DT
good	JJ
@	JC
pratik	JC
:	JC
)	JC
thanks	VBZ
for	IN
your	PRP$
help	NN
!	.
@piyussh	USR
thank	VB
you	PRP
again	RB
:)	UH
@	JC
pratik	JC
into	IN
the	DT
basics	NNS
i	PRP
guess	VBP
haha	UH
:	:
)	-RRB-
@taba	USR
always	RB
wel	JJ
come	VBP
.	.
@abhishekbansal	USR
indeed	RB
^	SYM
^	SYM
@	JC
matiash	JC
i	JC
tried	VBD
that	IN
too	RB
but	CC
it	PRP
did	VBD
n't	RB
work	VB
ctrl	C
+	C
c	C
and	CC
then	RB
paste	VB
it	PRP
in	IN
drawable	C
-	C
mdpi	C
.	.
@zgc7009match_	USR
parent	NN
should	MD
ignore	VB
padding	NN
though	IN
did	VBD
you	PRP
try	VB
it	PRP
@	JC
4this	JC
???	JC
i	PRP
told	VBD
you	PRP
the	DT
same	JJ
answer	NN
first	JJ
..@	NN
4this	NNS
.	.
.	.
05	ER
-	ER
12	ER
14	ER
:	ER
29	ER
:	ER
35.672	ER
:	ER
e	ER
/	ER
strictmode	ER
(	ER
952	ER
)	ER
:	ER
a	ER
resource	ER
was	ER
acquired	ER
at	ER
attached	VBN
stack	NN
trace	NN
but	CC
never	RB
released	VBN
.	.
see	VB
java	NNP
.	.
io	JC
.	JC
closeable	JC
for	JC
information	NN
on	IN
avoiding	VBG
resource	NN
leaks	NNS
.	.
i	PRP
found	VBD
the	DT
stack	NN
trace	NN
but	CC
i	PRP
do	VBP
nt	RB
know	VB
what	WP
to	TO
do	VB
with	IN
it	PRP
:/	UH
ok	UH
,	,
i	PRP
'	''
ll	MD
repeat	VB
.	.
replace	C
android	C
:	C
theme	C
=	C
"@style	C
/	CC
apptheme	C
"	''
with	IN
android	NNP
:	:
theme	C
=	C
"@android	C
:	C
style	C
/	C
theme	C
.	C
notitlebar	C
.	C
fullscreen	C
"	C
.	.
that	DT
's	VBZ
it	PRP
.	.
after	IN
that	DT
you	PRP
can	MD
remove	VB
the	DT
code	NN
you	PRP
posted	VBD
..	F
.	.
it	PRP
's	VBZ
hard	JJ
to	TO
guess	VB
what	WP
your	PRP$
problem	NN
actually	RB
is	VBZ
without	IN
seeing	VBG
the	DT
logcat	NN
,	,
please	VB
post	NN
it	PRP
.	.
also	RB
,	,
have	VBP
you	PRP
tried	VBD
my	PRP$
answer	NN
's	POS
suggestion	NN
regarding	VBG
menus	NNS
?	.
@user3624785	USR
in	IN
eclipse	NNP
:	.
window	NN
-	:
>	SYM
show	ER
view	ER
-	ER
>	ER
others	NNS
-	:
>	SYM
android	ER
-	ER
>	ER
logcat	NN
.	.
then	RB
run	VB
the	DT
app	NN
,	,
you	PRP
will	MD
see	VB
lots	NNS
of	IN
errors	NNS
in	IN
red	JJ
.	.
post	NN
those	DT
errors	NNS
here	RB
.	.
@	JC
blackbelt	JC
in	IN
the	DT
second	JJ
code	NN
snippet	NN
but	CC
not	RB
the	DT
first	JJ
which	WDT
i	PRP
think	VBP
is	VBZ
what	WP
he	PRP
is	VBZ
trying	VBG
to	TO
get	VB
working	VBG
.	.
but	CC
i	PRP
might	MD
be	VB
wrong	JJ
as	IN
i	PRP
agree	VBP
it	PRP
is	VBZ
confusing	VBG
okay	UH
,	,
i	PRP
'm	VBP
gonna	VBG
get	VB
this	DT
soon	RB
.	.
in	IN
my	PRP$
view	NN
i	PRP
initialize	JC
the	DT
engine	NN
by	IN
doing	VBG
something	NN
like	IN
engine	JC
=	JC
new	JC
gameengine	JC
(	JC
resources	JC
,	JC
view	JC
)	JC
.	.
if	IN
i	PRP
then	RB
change	VB
the	DT
instance	NN
,	,
the	DT
objects	NNS
and	CC
the	DT
method	NN
to	TO
static	C
,	,
what	WP
and	CC
how	WRB
could	MD
it	PRP
be	VB
a	DT
bigger	JJR
difference	NN
?	.
accepted	VBN
also	RB
.	.
:-)	UH
so	RB
something	NN
liek	NN
this	DT
should	MD
work	VB
:	:
consumerobject	JC
consumer	JC
=	JC
(	JC
consumerobject	JC
)	JC
intent	JC
.	JC
getserializableextra	JC
(	JC
"consumer"	JC
)	JC
;	JC
consumerobject	JC
being	VBG
my	PRP$
pojo	NN
1.done	C
,	,
2	LS
.	SYM
done	VBN
,	,
3	CD
.	.
ca	MD
nt	RB
do	VBP
that	DT
,	,
cause	IN
it	PRP
still	RB
runs	VBZ
the	DT
emulator	NN
.	.
[2011	NNP
-	.
11	ER
-	ER
15	ER
22	ER
:	ER
55	ER
:	ER
23	ER
-	ER
etbeta	ER
]	ER
automatic	JJ
target	NN
mode	NN
:	:
launching	VBG
new	JJ
emulator	NN
with	IN
compatible	JJ
avd	NN
'droidx'	C
[	C
2011	CD
-	SYM
11	ER
-	ER
15	ER
22	ER
:	ER
55	ER
:	ER
23	ER
-	ER
etbeta	ER
]	ER
launching	ER
a	ER
new	ER
emulator	ER
with	ER
virtual	JJ
device	NN
'	``
droidx	NNP
'	''
[	-LRB-
2011	CD
-	SYM
11	ER
-	ER
15	ER
22	ER
:	ER
55	ER
:	ER
25	ER
-	ER
etbeta	ER
]	ER
new	ER
emulator	ER
found	ER
:	ER
emulator-5554	ER
[	ER
2011	CD
-	SYM
11	ER
-	ER
15	ER
22	ER
:	ER
55	ER
:	ER
25	ER
-	ER
etbeta	ER
]	ER
waiting	ER
for	ER
home	ER
(	ER
'	ER
android	ER
.	ER
process	ER
.	ER
acore	ER
'	ER
)	ER
to	ER
be	ER
launched	VBN
...	.
i	PRP
'm	VBP
using	VBG
sax	ER
parser	NN
to	TO
get	VB
xml	NNP
data	NNS
,	,
the	DT
below	IN
code	NN
is	VBZ
causing	VBG
my	PRP$
app	NN
to	TO
crash	VB
.	.
try	JC
{	JC
url	JC
=	JC
new	JC
url	JC
(	JC
"theurl"	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
malformedurlexception	JC
e1	JC
)	JC
{	JC
//	CCM
todo	CCM
auto-generated	CCM
catch	CCM
block	CCM
e1	JC
.	JC
printstacktrace	JC
(	JC
)	JC
;	JC
}	JC
//	CCM
rssfeed	CCM
feed	C
=	C
null	C
;	C
try	C
{	C
feed	C
=	C
rssreader	C
.	C
read	JC
(	JC
url	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
saxexception	JC
e	JC
)	JC
{	JC
//	CCM
todo	CCM
auto-generated	CCM
catch	CCM
block	CCM
e	JC
.	JC
printstacktrace	JC
(	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
ioexception	JC
e	JC
)	JC
{	JC
//	CCM
todo	CCM
auto-generated	CCM
catch	CCM
block	CCM
e	JC
.	JC
printstacktrace	JC
(	JC
)	JC
;	JC
}	JC
looks	VBZ
like	IN
it	PRP
is	VBZ
crashing	VBG
at	IN
feed	C
=	C
rssreader	C
.	C
read	NN
(	-LRB-
url	NN
)	-RRB-
;	.
it	PRP
works	VBZ
fine	JJ
on	IN
my	PRP$
evo	NN
but	CC
when	WRB
i	PRP
install	VBP
it	PRP
on	IN
my	PRP$
hero	NN
the	DT
below	IN
error	NN
occurs	VBZ
04-	CD
2	CD
8	CD
15	CD
:	:
57	CD
:	:
53.458	CD
:	:
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
uncaught	ER
handler	ER
:	ER
thread	ER
main	ER
exiting	ER
due	JJ
to	TO
uncaught	ER
exception	ER
04-	ER
2	ER
8	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
runtimeexception	ER
:	ER
unable	ER
to	ER
start	ER
activity	ER
componentinfo	ER
{	ER
com	ER
.	ER
mlgw	ER
.	ER
mlgwapp	ER
/	ER
com	ER
.	ER
mlgw	ER
.	ER
mlgwapp	ER
.	ER
tipsactivity	ER
}	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
stringindexoutofboundsexception	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
performlaunchactivity	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2596	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
startactivitynow	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2411	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
localactivitymanager	ER
.	ER
movetostate	ER
(	ER
localactivitymanager	ER
.	ER
java	ER
:	ER
127	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
localactivitymanager	ER
.	ER
startactivity	ER
(	ER
localactivitymanager	ER
.	ER
java	ER
:	ER
339	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
widget	ER
.	ER
tabhost	ER
$	C
intentcontentstrategy	C
.	C
getcontentview	ER
(	ER
tabhost	ER
.	ER
java	ER
:	ER
648	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
widget	ER
.	ER
tabhost	ER
.	ER
setcurrenttab	ER
(	ER
tabhost	ER
.	ER
java	ER
:	ER
320	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
widget	ER
.	ER
tabhost$2	ER
.	ER
ontabselectionchanged	ER
(	ER
tabhost	ER
.	ER
java	ER
:	ER
129	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
widget	ER
.	ER
tabwidget	ER
$	C
tabclicklistener	C
.	C
onclick	JC
(	JC
tabwidget	JC
.	JC
java	JC
:	JC
379	JC
)	JC
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
view	ER
.	ER
performclick	ER
(	ER
view	ER
.	ER
java	ER
:	ER
2364	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
view	ER
.	ER
ontouchevent	ER
(	ER
view	ER
.	ER
java	ER
:	ER
4179	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
view	ER
.	ER
dispatchtouchevent	C
(	C
view	C
.	C
java	NNP
:	:
3709	CD
)	-RRB-
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
8	JC
74	CD
)	-RRB-
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
9	JC
24	JC
)	JC
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
9	JC
24	JC
)	JC
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
9	JC
24	JC
)	JC
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
9	JC
24	JC
)	JC
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
9	JC
24	JC
)	JC
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
9	JC
24	JC
)	JC
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
policy	ER
.	ER
impl	ER
.	ER
phonewindow	ER
$	C
decorview	C
.	C
superdispatchtouchevent	C
(	C
phonewindow	ER
.	ER
java	ER
:	ER
1695	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
policy	ER
.	ER
impl	ER
.	ER
phonewindow	ER
.	ER
superdispatchtouchevent	ER
(	ER
phonewindow	ER
.	ER
java	ER
:	ER
1116	ER
)	ER
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activity	ER
.	ER
dispatchtouchevent	C
(	C
activity	C
.	C
java	NNP
:	:
2068	CD
)	-RRB-
04	ER
-	ER
28	ER
15	ER
:	ER
57	ER
:	ER
53.589	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
2749	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
policy	ER
